date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:55:00	62258/62258	---MCZ	200	added ('OK')	text/html	etag:W/%22737c5a5fdf97aa7432e16e5c6be7fbd0%22	https://www.gob.pe/temas-nacionales/1-coronavirus-covid-19-en-el-peru/topic_feedbacks/new	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/temas-nacionales/1-coronavirus-covid-19-en-el-peru/topic_feedbacks/new.html	(from https://www.gob.pe/coronavirus)
08:55:01	92934/92934	---MCZ	200	added ('OK')	text/html	etag:W/%22fddde52d39d1e966bc777279b0627a67%22	https://www.gob.pe/busquedas?categoria%5B%5D=33-agricultura-ganaderia-y-pesca	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas9fcb.html	(from https://www.gob.pe/coronavirus)
08:55:02	93015/93015	---MCZ	200	added ('OK')	text/html	etag:W/%22c673bd39b5069838692380bdd254c02e%22	https://www.gob.pe/busquedas?categoria%5B%5D=9-arte-deporte-y-cultura	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas0f56.html	(from https://www.gob.pe/coronavirus)
08:55:02	92688/92688	---MCZ	200	added ('OK')	text/html	etag:W/%2284ad78e70dc79af46c27f3157bcb1239%22	https://www.gob.pe/busquedas?categoria%5B%5D=3-ciencia-tecnologia-e-innovacion	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas50c9.html	(from https://www.gob.pe/coronavirus)
08:55:03	91677/91677	---MCZ	200	added ('OK')	text/html	etag:W/%22000a8a299070b425778874f6546b15db%22	https://www.gob.pe/busquedas?categoria%5B%5D=7-comercio-negocio-y-emprendimiento	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas2aac.html	(from https://www.gob.pe/coronavirus)
08:55:03	92362/92362	---MCZ	200	added ('OK')	text/html	etag:W/%228ad2278e1cd29f3ae85c61846834b78c%22	https://www.gob.pe/busquedas?categoria%5B%5D=15-defensa-seguridad-y-justicia	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasc024.html	(from https://www.gob.pe/coronavirus)
08:55:04	93702/93702	---MCZ	200	added ('OK')	text/html	etag:W/%2258dd1faf5557671876d425cc00ab31d2%22	https://www.gob.pe/busquedas?categoria%5B%5D=48-derechos-humanos	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasbfbb.html	(from https://www.gob.pe/coronavirus)
08:55:04	92600/92600	---MCZ	200	added ('OK')	text/html	etag:W/%22d308eb2d673329de23f0f602696bcedc%22	https://www.gob.pe/busquedas?categoria%5B%5D=46-economia-y-finanzas	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas726a.html	(from https://www.gob.pe/coronavirus)
08:55:05	91970/91970	---MCZ	200	added ('OK')	text/html	etag:W/%22319942c0912c1e28a4e4915eabf03c2a%22	https://www.gob.pe/busquedas?categoria%5B%5D=10-educacion	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas10ec.html	(from https://www.gob.pe/coronavirus)
08:55:06	92489/92489	---MCZ	200	added ('OK')	text/html	etag:W/%22e4bbf9f13c75d56eb4d283dbddc98469%22	https://www.gob.pe/busquedas?categoria%5B%5D=4-energia-y-minas	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasacbb.html	(from https://www.gob.pe/coronavirus)
08:55:07	84858/84858	---MCZ	200	added ('OK')	text/html	etag:W/%2276c9a90f4993668c6f3ae9c8fcab7089%22	https://www.gob.pe/busquedas?categoria%5B%5D=54-gestion-municipal	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasc92c.html	(from https://www.gob.pe/coronavirus)
08:55:08	91203/91203	---MCZ	200	added ('OK')	text/html	etag:W/%22cfdaa1ce2ba5d66b877545d96131d915%22	https://www.gob.pe/busquedas?categoria%5B%5D=11-identidad-nacimiento-matrimonio-y-defuncion	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasc456.html	(from https://www.gob.pe/coronavirus)
08:55:08	92292/92292	---MCZ	200	added ('OK')	text/html	etag:W/%22c88cb7c9daf1217f3c87880733d9f849%22	https://www.gob.pe/busquedas?categoria%5B%5D=8-infraestructura-comunicaciones-y-servicios-publicos	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas667d.html	(from https://www.gob.pe/coronavirus)
08:55:08	92446/92446	---MCZ	200	added ('OK')	text/html	etag:W/%2290bba827410dbe991abf6a36df2a47f1%22	https://www.gob.pe/busquedas?categoria%5B%5D=2-inmuebles-y-vivienda	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas3c36.html	(from https://www.gob.pe/coronavirus)
08:55:09	91939/91939	---MCZ	200	added ('OK')	text/html	etag:W/%225b1e96fb40a1d0b4085610b4ac2a9a16%22	https://www.gob.pe/busquedas?categoria%5B%5D=5-medio-ambiente	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas1892.html	(from https://www.gob.pe/coronavirus)
08:55:09	91316/91316	---MCZ	200	added ('OK')	text/html	etag:W/%22c16dfbfc35c0950dcf64d8e86aeb7dbd%22	https://www.gob.pe/busquedas?categoria%5B%5D=13-migracion-turismo-y-viajes	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasf860.html	(from https://www.gob.pe/coronavirus)
08:55:10	89821/89821	---MCZ	200	added ('OK')	text/html	etag:W/%22a17b4718ef3cea37f4d642ca590fd4b6%22	https://www.gob.pe/busquedas?categoria%5B%5D=17-otros	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas2b83.html	(from https://www.gob.pe/coronavirus)
08:55:10	91191/91191	---MCZ	200	added ('OK')	text/html	etag:W/%226efbc7566a3f5bb117ddfd825fd7b2a9%22	https://www.gob.pe/busquedas?categoria%5B%5D=43-participacion-ciudadana	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas4453.html	(from https://www.gob.pe/coronavirus)
08:55:10	92478/92478	---MCZ	200	added ('OK')	text/html	etag:W/%22f49fc2ecd1ebaa608f54cd6ba630a9b8%22	https://www.gob.pe/busquedas?categoria%5B%5D=14-programas-y-organizaciones-sociales	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas87a1.html	(from https://www.gob.pe/coronavirus)
08:55:11	92947/92947	---MCZ	200	added ('OK')	text/html	etag:W/%22bf80087a467d0f98f16841636dedfba3%22	https://www.gob.pe/busquedas?categoria%5B%5D=6-salud	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas6f98.html	(from https://www.gob.pe/coronavirus)
08:55:11	88633/88633	---MCZ	200	added ('OK')	text/html	etag:W/%22ba87bcfaf4337ccac72ea178d70a7200%22	https://www.gob.pe/busquedas?categoria%5B%5D=16-trabajo-y-pensiones	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas251d.html	(from https://www.gob.pe/coronavirus)
08:55:12	85057/85057	---MCZ	200	added ('OK')	text/html	etag:W/%2223fdabb592d442010d5173f0dd951ab7%22	https://www.gob.pe/busquedas?categoria%5B%5D=34-transparencia-e-integridad	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas25e3.html	(from https://www.gob.pe/coronavirus)
08:55:12	91529/91529	---MCZ	200	added ('OK')	text/html	etag:W/%22d41f78744faf654c6f8c871965ed83dd%22	https://www.gob.pe/busquedas?categoria%5B%5D=1-transporte-y-vehiculos	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedas60a2.html	(from https://www.gob.pe/coronavirus)
08:55:12	88660/88660	---MCZ	200	added ('OK')	text/html	etag:W/%2233e54cee16b4038d84adcbed39641eb7%22	https://www.gob.pe/busquedas?categoria%5B%5D=12-tributacion	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasb75b.html	(from https://www.gob.pe/coronavirus)
08:55:15	71889/71889	---MCZ	200	added ('OK')	text/html	etag:W/%22c8bf771aa5b66664f5bdccc26d639bf3%22	https://www.gob.pe/institucion/pcm/informes-publicaciones/698037-politica-de-privacidad-de-gob-pe	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/institucion/pcm/informes-publicaciones/698037-politica-de-privacidad-de-gob-pe.html	(from https://www.gob.pe/coronavirus)
08:55:17	91827/91827	---MCZ	200	added ('OK')	text/html	etag:W/%2257232ffd208f87871ddbec361be7d162%22	https://www.gob.pe/busquedas?categoria%5B%5D=47-accesibilidad-e-inclusion	D:/Adnner/UPT/2020-I/SO%20I/Unidad%20III/pagina/www.gob.pe/busquedasd308	(from https://www.gob.pe/coronavirus)
